Coral;Fish;Age class;intercept;low.int;high.int;estimate.coral;low.coral;high.coral;estimate.turf;low.turf;high.turf;Bayesian P-value
agaricia spp;;;;;;;;;;;;
mussismilia hispida;lutjanus cyanopterus;1;-1.14;-5.76;2.4;11.63;-36.81;57.76;17.4;0.39;51.81;0.426
mussismilia hispida;calamus penna;1;-0.5;-3.67;2.33;34.79;3.84;73.68;-0.54;-34.42;25.01;0.534
mussismilia hispida;seriola rivoliana;1;-0.53;-3.98;2.35;36.06;4.27;73.75;0.07;-33.63;25.21;0.54
mussismilia hispida;parablennius pilicornis;1;-0.41;-4.03;2.73;-6.38;-52.79;37.92;21.71;-13.86;62.88;0.72
mussismilia hispida;pareques acuminatus;1;-0.17;-3.23;2.81;-6.23;-52.2;32.09;28.2;-4.9;65.47;0.696
mussismilia hispida;rhomboplites aurorubens;1;-4.06;-6.66;-2.03;-2.05;-8.1;0.76;1.53;-0.6;3.86;0.409
mussismilia hispida;sphoeroides testudineus;1;-0.15;-3.28;2.88;-10.31;-55.6;29.41;24.73;-19.36;68.52;0.793
mussismilia hispida;myripristis jacobus;1;-0.31;-3.28;2.43;35.86;-2.67;77.07;5.51;-18.8;40.47;0.683
mussismilia hispida;acanthurus chirurgus;2;-2.81;-5.37;-0.94;-4.01;-10.83;0.06;-2.1;-3.04;-0.46;0.563
mussismilia hispida;chaenopsis ocellata;2;-3.23;-5.32;-1.69;-2.65;-7.76;0.27;-0.93;-1.89;-0.08;0.556
mussismilia hispida;sparisoma frondosum;2;0.15;-2.62;3.05;-32.84;-72.99;-1.21;-4.38;-18.26;5.88;0.588
mussismilia hispida;sparisoma axillare;2;-0.12;-3.12;3.45;-14.56;-60.04;3.18;-6.08;-19.59;1.25;0.373
mussismilia hispida;sparisoma radians;2;1.35;-0.53;3.86;5.14;-0.05;11.61;-1.4;-3.57;0.11;0.433
mussismilia hispida;stegastes variabilis;2;-0.53;-1.75;1.78;-1.41;-4.36;2.76;0.26;-0.71;1.45;0.26
mussismilia hispida;thalassoma noronhanum;2;-2.51;-4.7;-1.01;-4.67;-10.65;-0.79;-0.75;-1.48;-0.08;0.273
mussismilia hispida;acanthurus coeruleus;2;0.16;-1.72;2.86;-2.32;-14.45;6.46;-3.81;-11.17;-0.35;0.16
mussismilia hispida;chaetodon striatus;2;2.65;1.06;5.33;2.29;-0.17;7.46;0.92;-0.09;2.22;0
mussismilia hispida;stegastes fuscus;2;2.52;0.96;4.78;5.18;1.03;11.36;0.67;0.02;1.38;0.01
mussismilia hispida;amblycirrhitus pinos;2;-0.28;-3.34;2.69;-0.2;-40.84;35.11;-33.19;-71.43;0.16;0.732
mussismilia hispida;chromis multilineata;2;2.03;-0.25;5.04;-15.74;-39.82;-0.44;19.33;3.64;43.22;0.223
mussismilia hispida;haemulon squamipinna;2;0.44;-2.69;4.07;10.4;-2.03;32.57;-12.79;-36.8;0.26;0.207
mussismilia hispida;halichoeres brasiliensis;2;-0.12;-3.24;2.79;-29.71;-69.33;0.59;10.24;-11.16;37.9;0.463
mussismilia hispida;halichoeres penrosei;2;-0.49;-3.42;2.24;-12.47;-35.47;1.28;-34.01;-70.26;-7.83;0.215
mussismilia hispida;halichoeres poeyi;2;0.37;-0.75;2.22;3.92;1.13;9.12;0.57;-0.31;1.57;0.02
mussismilia hispida;ophioblennius macclurei;2;-0.1;-3.18;2.81;-3.45;-49.38;35.02;-30.18;-71.38;17.46;0.8
mussismilia hispida;serranus baldwini;2;-0.79;-1.62;0.03;1.94;0.44;4.02;0.32;-0.47;1.19;0.029
mussismilia hispida;haemulon aurolineatum;2;0.02;-2.77;3.04;-32.74;-64.35;-7.36;19.41;-3.24;46.67;0.502
mussismilia hispida;abudefduf saxatilis;2;2.51;0.8;4.96;5.3;0.58;12.03;1.25;0.29;2.41;0.09
mussismilia hispida;stegastes rocasensis;2;-2.7;-4.95;-1.27;-3.74;-9.74;-0.34;-0.15;-0.88;0.57;0.445
mussismilia hispida;apogon americanus;2;-0.12;-3.55;2.86;-18.54;-54.69;4.58;2.25;-49.14;57.38;0.681
mussismilia hispida;halichoeres radiatus;2;0.33;-2.33;3.27;-39.07;-81.44;-5.44;-2.16;-14.42;7.16;0.431
mussismilia hispida;coryphopterus glaucofraenum;2;0.92;-1.47;4.2;2.77;-2.1;9.12;-0.44;-3.04;1.52;0.665
mussismilia hispida;acanthurus bahianus;2;-2.39;-4.07;-0.9;-1.42;-5.4;1.06;1.73;-0.09;3.26;0.034
mussismilia hispida;cryptotomus roseus;2;0.54;-0.96;3.87;3.77;0.12;13.25;0.59;-0.27;1.7;0.001
mussismilia hispida;sparisoma tuiupiranga;2;0.19;-1.14;2.27;5.05;1;11.08;-0.1;-0.89;0.76;0.042
mussismilia hispida;haemulon plumierii;2;-0.19;-3.59;2.91;4.71;-56.11;52.76;20.34;-2.94;57.71;0.675
mussismilia hispida;canthigaster figueiredoi;2;1.41;-0.32;3.97;4.25;0.62;11.06;1.47;-0.05;4.05;0.018
mussismilia hispida;malacoctenus delalandii;2;0.07;-3.02;3.2;11.47;-44.05;55.57;21.46;-2;59.85;0.601
mussismilia hispida;ocyurus chrysurus;2;0.12;-3.02;3.12;10.68;-49.72;59.08;19.46;-3.37;54.8;0.601
mussismilia hispida;pomacanthus paru;2;0.05;-3.34;3.06;13.94;-39.24;57.87;17.89;-1.32;51.6;0.606
mussismilia hispida;scarus zelindae;2;0.68;-2.03;3.55;31.64;9.4;63.41;10.32;-0.68;35.72;0.363
mussismilia hispida;anisotremus moricandi;2;-1.61;-5.52;2.39;-10.84;-42.53;2.75;-14.87;-63.57;26.16;0.326
mussismilia hispida;sphoeroides spengleri;2;-0.19;-1.46;1.84;1.37;-0.12;4.42;1.51;0.09;4.42;0.302
mussismilia hispida;chaetodon sedentarius;2;-1.74;-2.77;-0.75;1.65;0.32;3.84;0.18;-0.77;1.32;0.573
mussismilia hispida;bodianus pulchellus;2;-0.01;-2.89;2.89;-21.79;-57.35;2.72;22.19;-12.95;61.75;0.633
mussismilia hispida;chilomycterus spinosus spinosus;2;0;-3.26;3.17;-17.9;-52.3;5.48;-11.71;-64.14;52.15;0.539
mussismilia hispida;holocentrus adscensionis;2;0.24;-3.36;3.66;3.94;-2.24;14.51;-20.73;-66.99;4.17;0.314
mussismilia hispida;pseudupeneus maculatus;2;-1.58;-3.08;1.46;1.57;-0.02;6.61;2.65;-0.56;15.54;0.191
mussismilia hispida;stephanolepis hispidus;2;-2.33;-3.46;-1.37;1.23;0.35;2.44;0.17;-0.89;1.4;0.341
mussismilia hispida;bodianus rufus;2;-0.06;-2.98;2.88;11.02;-24.36;45.38;33.05;5.54;68.4;0.396
mussismilia hispida;diplodus argenteus;2;0.03;-2.83;2.8;18.7;2.97;42.28;36.75;9.66;71.98;0.395
mussismilia hispida;sphoeroides greeleyi;2;-0.46;-4.16;2.79;0.29;-50.54;44.65;24.14;-8.64;65.27;0.693
mussismilia hispida;anisotremus virginicus;2;-0.32;-3.77;2.7;5.99;-43.97;49.93;25.18;-2.97;61.79;0.73
mussismilia hispida;labrisomus nuchipinnis;2;-0.36;-3.74;2.82;0.67;-47.73;44.53;25.18;-7.24;64.65;0.697
mussismilia hispida;sphoeroides testudineus;2;-0.31;-3.82;2.84;2.99;-48.2;45.55;25.12;-2.88;60.13;0.704
mussismilia hispida;synodus synodus;2;-0.46;-3.81;2.61;-4.08;-54.21;40.66;22.99;-13.92;65.2;0.734
mussismilia hispida;sparisoma amplum;2;-0.43;-3.59;2.49;36.5;9.53;71.4;2.42;-19.55;25.89;0.653
;;;;;;;;;;;;
porites astreoides;acanthurus bahianus;1;1.79;0.78;3.69;2.19;-0.24;8.79;0.13;-0.58;0.83;0.023
porites astreoides;acanthurus chirurgus;1;1.09;0.39;1.94;-0.67;-1.77;0.15;-0.72;-1.76;0.13;0
porites astreoides;haemulon plumierii;1;0.11;-1.19;2.41;-1.5;-4.56;0.19;-2.34;-7.91;-0.02;0.039
porites astreoides;halichoeres dimidiatus;1;-1.22;-3.16;1.26;-5.67;-20.9;2.19;-3.88;-15.07;-0.02;0.081
porites astreoides;ocyurus chrysurus;1;0.35;-1.23;2.58;6.94;1.27;15.65;-0.21;-1.02;0.63;0.003
porites astreoides;pomacanthus arcuatus;1;-3.15;-5.47;-1.52;-4.29;-12.1;-0.01;0.56;-0.55;1.93;0.328
porites astreoides;pseudupeneus maculatus;1;1.16;-0.89;3.72;-16.9;-46.58;-3.75;-2.54;-7.22;1.72;0.006
porites astreoides;sparisoma axillare;1;2.36;1.05;4.58;2.96;-0.36;10.62;-1.11;-2.38;-0.1;0
porites astreoides;sparisoma frondosum;1;2.42;0.95;4.67;5.77;0.71;14.29;0.01;-0.73;0.73;0.071
porites astreoides;thalassoma noronhanum;1;-0.11;-1.48;2.31;3.9;-1.02;14.41;-1.04;-2.34;-0.09;0
porites astreoides;abudefduf saxatilis;1;4.94;2.64;8.3;2.94;-0.67;9.9;-0.16;-2.57;1.5;0
porites astreoides;acanthurus coeruleus;1;1.2;0.04;3.54;3.48;0.08;11.63;-1.21;-2.46;-0.28;0.093
porites astreoides;anisotremus virginicus;1;2.48;1;5.14;1.57;-0.98;8.37;-0.3;-2.91;1.23;0.008
porites astreoides;bodianus rufus;1;-0.25;-1.41;0.71;-4.28;-8.72;-1.18;0.59;-0.15;1.43;0.013
porites astreoides;carangoides bartholomaei;1;-0.04;-1.13;1.63;1.52;-1.44;8.65;-0.42;-1.44;0.4;0.018
porites astreoides;caranx ruber;1;-1.55;-4.91;2.07;-7.4;-47.57;13.83;-3.85;-20.04;0.5;0.388
porites astreoides;haemulon aurolineatum;1;0.81;0.15;1.5;0.51;-0.45;1.83;0.2;-0.42;0.9;0
porites astreoides;haemulon parra;1;0.12;-1.95;3.25;-15.97;-62.5;-0.34;-0.8;-5.02;3.95;0.467
porites astreoides;halichoeres bivittatus;1;-0.34;-3.36;2.49;13.78;-21.99;47.68;-33.3;-67.79;-6.24;0.27
porites astreoides;halichoeres brasiliensis;1;0.58;-0.04;1.25;0.25;-0.57;1.22;0.68;0.02;1.41;0
porites astreoides;halichoeres poeyi;1;0.9;-0.98;3.24;-18.68;-55.23;-3.94;1.26;-2.52;4.97;0
porites astreoides;holacanthus ciliaris;1;-0.14;-1.31;1.75;1.88;-0.31;8.14;-0.99;-3.04;0.13;0.134
porites astreoides;holocentrus adscensionis;1;1.44;0.58;2.52;-0.45;-1.97;1.36;0.21;-0.67;1.08;0.001
porites astreoides;lutjanus jocu;1;-0.34;-1.39;1.14;2.29;0.05;7.56;-0.76;-1.82;0.09;0.056
porites astreoides;pomacanthus paru;1;0.34;-0.34;1.24;0.95;-0.28;3.34;0.01;-0.66;0.67;0.01
porites astreoides;scarus trispinosus;1;-1.08;-2;-0.06;1.83;0.14;4.3;-0.88;-1.8;0.03;0.006
porites astreoides;scarus zelindae;1;-0.3;-0.96;0.32;0.56;-0.33;1.64;-0.18;-0.82;0.47;0.005
porites astreoides;sparisoma amplum;1;1.48;-0.6;4.18;11.37;2.87;22.07;-0.61;-2.2;0.6;0.145
porites astreoides;sparisoma radians;1;-1.03;-2.5;0.76;-3.76;-9.97;0.29;0.05;-0.98;1.02;0.328
porites astreoides;sphyraena barracuda;1;-1.15;-4.72;2.11;12.52;-6.47;42.02;-15.44;-55.65;-0.41;0.19
porites astreoides;stegastes variabilis;1;1.03;-1.59;4.07;-17.93;-68.28;15.45;-0.9;-8.17;5.91;0.658
porites astreoides;lutjanus apodus;1;-0.56;-3.89;2.39;14.45;-30.87;60.41;-22.21;-61.17;-2.05;0.727
porites astreoides;acanthostracion polygonius;1;-0.12;-3.06;2.92;-17.34;-47.8;6.95;-29.75;-66.61;8.33;0.4
porites astreoides;amblycirrhitus pinos;1;-0.2;-3.34;2.75;5.89;-40.18;42.78;-31.04;-68.52;2.01;0.738
porites astreoides;anisotremus surinamensis;1;0.06;-2.89;3.18;-31.39;-74.58;0.55;3.47;-6.21;14.13;0.342
porites astreoides;aulostomus maculatus;1;-0.29;-3.39;2.64;6.27;-39.48;43.77;-33.49;-74.41;-0.1;0.718
porites astreoides;cantherhines pullus;1;-1.82;-3.18;-0.8;-3.33;-8.46;-0.23;-0.35;-0.97;0.52;0.107
porites astreoides;canthidermis maculata;1;-1.94;-2.99;-1.01;1.22;0.14;2.76;0.07;-0.91;1.2;0.292
porites astreoides;cephalopholis fulva;1;-1.35;-2.14;-0.6;-0.55;-2.03;0.43;-0.24;-0.96;0.49;0.187
porites astreoides;chromis multilineata;1;0.42;-0.59;1.79;-0.84;-3.7;3.75;0.38;-0.43;1.3;0.001
porites astreoides;clepticus brasiliensis;1;-0.78;-3.73;2.12;-5.48;-35.76;9.43;-0.11;-4.18;4.09;0.407
porites astreoides;epinephelus adscensionis;1;-0.13;-2.02;2.89;5.04;-1.71;19.42;0.59;-0.69;2.45;0.488
porites astreoides;halichoeres penrosei;1;-0.13;-3.03;2.71;-14.74;-47.02;9.36;-33.74;-72.17;-5.19;0.47
porites astreoides;holacanthus tricolor;1;0.16;-2.71;3;-23.25;-50.99;-0.95;-31.96;-63.45;-8.75;0.145
porites astreoides;microspathodon chrysurus;1;-1.67;-2.95;-0.54;-2.58;-6.8;0.05;0.16;-0.81;1.12;0.43
porites astreoides;scomberomorus regalis;1;-0.21;-3.3;2.67;5.29;-36.15;43.14;-31.64;-68.53;-2.82;0.775
porites astreoides;halichoeres radiatus;1;-0.52;-1.21;0.15;-0.39;-1.57;0.48;-0.09;-0.77;0.58;0.001
porites astreoides;lutjanus analis;1;-0.34;-3.58;2.56;15.57;-37.84;63.46;-25.56;-60.44;-2.11;0.729
porites astreoides;mycteroperca bonaci;1;-1.02;-2.34;0.92;1.77;0.04;7.24;-0.02;-1.18;1.25;0.375
porites astreoides;pseudocaranx dentex;1;0.88;-1.24;3.5;10.03;1.62;21.4;9.92;2.28;23.76;0.554
porites astreoides;stegastes fuscus;1;-0.57;-1.43;0.19;-1.54;-3.78;0.18;1.59;0.52;2.94;0.071
porites astreoides;bothus ocellatus;1;-0.8;-3.72;1.93;40.98;11.91;78.52;2.3;-5.58;12.24;0.393
porites astreoides;coryphopterus glaucofraenum;1;-0.31;-2.65;2.46;14.09;3.1;30.74;-2.04;-15.22;2.21;0.348
porites astreoides;malacanthus plumieri;1;-1.84;-2.76;-1.01;0.21;-0.93;1.06;0.48;-0.45;1.55;0.704
porites astreoides;stegastes rocasensis;1;-1.61;-2.41;-0.9;-0.01;-1.03;0.83;-0.13;-0.87;0.69;0.514
porites astreoides;aluterus scriptus;1;-0.65;-2.47;2;2.8;-2.23;12.44;0.26;-1.19;1.77;0.226
porites astreoides;melichthys niger;1;-3.66;-5.91;-2.06;-3.82;-11.46;0.12;-0.27;-1.29;0.84;0.4
porites astreoides;rypticus saponaceus;1;-0.14;-3.04;2.68;-1.88;-51.1;42.46;26.93;3.26;60.71;0.801
porites astreoides;mulloidichthys martinicus;1;0.89;-1.27;3.52;21.63;7.27;43.23;-2.23;-7.31;0.51;0.501
porites astreoides;caranx latus;1;-0.46;-3.38;2.39;5;-30.3;32.82;21.57;1.09;61.03;0.41
porites astreoides;diodon hystrix;1;-0.1;-3.11;2.93;-15.84;-50.84;9.66;-27.49;-66.41;11.57;0.439
porites astreoides;cryptotomus roseus;1;-2.66;-4.9;-1.13;-5.44;-13.82;-0.23;0.36;-0.7;1.28;0.055
porites astreoides;odontoscion dentex;1;-2.63;-5.67;0.91;0.58;-13.48;30.76;11.38;0.72;49.32;0.455
porites astreoides;aluterus monoceros;1;-0.33;-3.76;2.79;3.8;-46.28;47.22;21.98;-4.66;62.77;0.654
porites astreoides;haemulon steindachneri;1;-0.56;-3.8;2.29;21.66;-2.24;51.14;34.47;9.73;65.93;0.497
porites astreoides;lactophrys trigonus;1;-0.47;-4.05;2.62;1.23;-50.63;47.23;21.14;-2.52;58.12;0.654
porites astreoides;mycteroperca acutirostris;1;-2.39;-4.83;-0.58;-7.94;-16.92;-1.55;2.87;1.07;5.32;0.426
porites astreoides;sphoeroides spengleri;1;-1.94;-4.59;0.04;-12.42;-24.77;-3.97;3.03;0.95;6.31;0.029
porites astreoides;synodus intermedius;1;0.14;-2.82;3.16;-16.18;-59.31;20.37;23.39;-11.39;65.47;0.738
porites astreoides;balistes vetula;1;-0.73;-4.24;2.62;-22.87;-58.54;-0.38;-10.88;-36.47;9.76;0.31
porites astreoides;canthigaster figueiredoi;1;-1.5;-4.45;2.03;-18.2;-58.78;-0.74;7.28;-0.42;31.3;0.134
porites astreoides;chilomycterus spinosus spinosus;1;0.01;-2.74;2.91;-25.08;-65.68;0.87;-11.57;-29.41;0.29;0.127
porites astreoides;diplodus argenteus;1;-2.24;-4.65;-0.59;-8.66;-17.78;-2.67;1.72;0.73;2.94;0.286
porites astreoides;labrisomus nuchipinnis;1;-0.18;-3.51;2.97;-28.32;-68.19;0.67;6.12;-17.73;34.05;0.477
porites astreoides;dactylopterus volitans;1;-0.48;-4.29;2.81;-9.19;-45.25;19.4;9.43;-38.09;60.94;0.54
porites astreoides;kyphosus sectatrix;1;0.09;-2.9;2.99;-22.73;-56.2;2.61;0.5;-49.99;52.69;0.569
porites astreoides;aulostomus strigosus;1;-0.11;-3.41;2.84;-14.85;-52.92;13.73;-15.8;-66.8;35.46;0.619
porites astreoides;caranx crysos;1;0.03;-3.05;3;-19.34;-51.23;4.17;-18.63;-62.4;40.02;0.55
porites astreoides;fistularia tabacaria;1;0.06;-3.12;3.23;-32.47;-71.28;-1.74;3.54;-22.03;31.81;0.599
porites astreoides;chaenopsis ocellata;1;-0.43;-4.5;2.98;-14.66;-51.39;13.16;-9.02;-59.97;41.57;0.517
porites astreoides;chaetodon striatus;1;-0.18;-2.83;3.03;-24.55;-68.03;4.02;-7.53;-24.13;1.85;0.117
porites astreoides;priacanthus arenatus;1;-1.87;-5.44;1.69;1.57;-21.36;21.24;2.95;-2.25;31.37;0.469
porites astreoides;bodianus pulchellus;1;-2.01;-3.41;-1;-3.03;-8.12;-0.06;0.32;-0.44;1.17;0.098
porites astreoides;chaetodon sedentarius;1;-0.56;-4.12;2.69;-18.9;-56.15;4.68;18.4;-12.7;64.76;0.246
porites astreoides;elacatinus figaro;1;-0.23;-3.79;2.82;-14.2;-49.84;11.99;-13.38;-62.04;40.53;0.526
porites astreoides;serranus baldwini;1;0.52;-2.23;3.53;-10.53;-56.8;15.66;-3.89;-18.72;2.51;0.429
porites astreoides;sphoeroides greeleyi;1;-0.3;-4.02;2.95;-14.61;-55.06;14.4;-11.41;-60.61;44.74;0.517
porites astreoides;stephanolepis hispidus;1;-1.77;-3.21;-0.75;-3.43;-8.41;-0.26;0.34;-0.4;1.14;0.014
porites astreoides;sparisoma tuiupiranga;1;-2.95;-5.38;-0.81;-4.6;-14.72;0.83;-0.25;-1.17;1.26;0.472
porites astreoides;epinephelus morio;1;-0.76;-4.04;2.67;-19.7;-63.27;5.4;11.63;0.25;38.86;0.224
porites astreoides;heteropriacanthus cruentatus;1;-0.5;-3.77;2.47;-3.71;-44.28;33.16;-29;-68.84;1.01;0.465
porites astreoides;myrichthys ocellatus;1;-0.39;-3.91;2.59;-4.92;-47.44;31.58;-28.92;-68.44;4.55;0.475
porites astreoides;acanthostracion quadricornis;1;-0.44;-3.98;2.67;-0.61;-48;36.2;-21.6;-59.5;8.16;0.401
porites astreoides;epinephelus marginatus;1;-3.22;-5.85;-1.25;-6.67;-15.67;-0.89;3.86;1.31;8.52;0.218
porites astreoides;mugil curema;1;0.35;-2.33;3.21;39.37;4.73;78.69;-6.22;-27.55;1.15;0.594
porites astreoides;orthopristis ruber;1;0.02;-2.78;2.9;-7.46;-50.74;25.05;33.34;3.37;73.88;0.156
porites astreoides;kyphosus vaigiensis;1;-2.91;-6.91;1.44;6.16;-15.16;47.69;7.57;-0.18;34.62;0.132
porites astreoides;mycteroperca interstitialis;1;-0.78;-4.6;2.33;15.54;-22.06;54.35;16.53;-0.03;51.68;0.546
porites astreoides;eucinostomus melanopterus;1;-0.93;-4.71;2.07;28.23;-2.02;65.32;7.34;0.96;16.45;0.508
porites astreoides;lutjanus cyanopterus;1;-1.15;-5.57;2.11;22.63;-19.94;68.64;11.88;0.61;42.84;0.321
porites astreoides;calamus penna;1;-0.04;-3.42;3.05;-13.49;-49.05;13.38;-10.65;-67.67;51.65;0.626
porites astreoides;seriola rivoliana;1;-0.18;-3.65;2.91;-15.16;-49.59;10.77;-13.04;-68.89;48.68;0.627
porites astreoides;parablennius pilicornis;1;-0.49;-3.87;2.56;-3.78;-56.42;39.43;20.27;-9.27;64.63;0.694
porites astreoides;pareques acuminatus;1;-0.14;-3.12;2.72;1.66;-46.35;44.79;29.64;-2.6;66.26;0.676
porites astreoides;rhomboplites aurorubens;1;-1.69;-5.59;1.71;9.86;-6.49;31.17;2.4;-0.42;7.04;0.543
porites astreoides;sphoeroides testudineus;1;-0.11;-3.19;2.81;-1.92;-50.72;40.9;24.29;-18.61;66.11;0.786
porites astreoides;myripristis jacobus;1;0.03;-2.58;2.7;45.1;15.53;81.53;5.96;-1.66;16.48;0.603
porites astreoides;acanthurus chirurgus;2;-0.93;-4.09;1.74;41.84;13.66;79.02;-8.44;-16.89;-3.01;0.432
porites astreoides;chaenopsis ocellata;2;-2.51;-3.94;-1.28;0.94;-1.97;4.56;-1.29;-2.37;-0.1;0.537
porites astreoides;sparisoma frondosum;2;0.26;-1.51;2.57;2.44;-2.9;10.96;-1.72;-4.47;-0.13;0.63
porites astreoides;sparisoma axillare;2;-0.15;-3.2;2.96;-27.36;-62.45;-0.62;-18.05;-41.26;-0.77;0.335
porites astreoides;sparisoma radians;2;1.08;-1.45;4.03;-28.67;-72.22;1.34;0.04;-5.92;5.92;0.37
porites astreoides;stegastes variabilis;2;-0.12;-1.39;1.78;4.06;0.14;13.92;2.31;-0.09;4.96;0.232
porites astreoides;thalassoma noronhanum;2;-1.18;-1.9;-0.5;-0.32;-1.36;0.48;-0.75;-1.5;-0.08;0.272
porites astreoides;acanthurus coeruleus;2;-0.31;-1.9;1.95;0.79;-1.1;3.26;-2.32;-6.65;-0.18;0.138
porites astreoides;chaetodon striatus;2;2.4;-0.67;5.74;-2.9;-29.83;7.54;0.97;-1.57;3.09;0
porites astreoides;stegastes fuscus;2;1.05;0.41;1.75;0.36;-0.48;1.45;0.67;0.04;1.36;0.013
porites astreoides;amblycirrhitus pinos;2;-0.33;-3.64;2.7;5.34;-37.68;40.35;-29.78;-66.1;0.56;0.707
porites astreoides;chromis multilineata;2;2.09;-0.32;5.18;-10.8;-30.18;4.26;13.05;1.46;29.36;0.226
porites astreoides;haemulon squamipinna;2;0.04;-2.44;3.23;8.6;-0.97;23.82;-2.34;-10.65;0.5;0.183
porites astreoides;halichoeres brasiliensis;2;-0.39;-3.73;2.9;-26.7;-65.86;0.14;2.48;-16.9;25.38;0.475
porites astreoides;halichoeres penrosei;2;-0.32;-3.32;2.55;-9.86;-38.63;10.89;-28.98;-64.97;-5.26;0.247
porites astreoides;halichoeres poeyi;2;-0.73;-2.57;1.86;-13.43;-55.15;-1.12;3.34;-0.17;15.83;0.013
porites astreoides;ophioblennius macclurei;2;-0.17;-3.37;2.63;1.13;-42.84;40.85;-28.95;-63.57;0.39;0.779
porites astreoides;serranus baldwini;2;-1.69;-3.1;-0.64;-3.63;-8.86;-0.34;0.21;-0.57;1.01;0.039
porites astreoides;haemulon aurolineatum;2;1.58;-0.92;4.51;8.19;-0.45;18.99;14.08;0.61;37.82;0.495
porites astreoides;abudefduf saxatilis;2;1.45;0.12;3.57;2.6;0.06;9.12;1.27;0.3;2.42;0.067
porites astreoides;stegastes rocasensis;2;-1.65;-2.42;-0.93;-0.1;-1.18;0.76;-0.14;-0.91;0.64;0.428
porites astreoides;apogon americanus;2;-0.14;-3.37;2.87;-22.06;-59.09;6.96;-9.76;-56.34;47.28;0.669
porites astreoides;halichoeres radiatus;2;0.61;-1.42;3.58;1.84;-3.7;9.78;-0.53;-2.39;1.03;0.492
porites astreoides;coryphopterus glaucofraenum;2;0.23;-2.65;3.37;-37.54;-79.26;-4.6;-3.17;-13.69;4.26;0.671
porites astreoides;acanthurus bahianus;2;-2.1;-3.53;-0.68;-0.54;-2.84;1.62;2.57;-0.03;4.28;0.035
porites astreoides;cryptotomus roseus;2;-0.88;-2.01;0.07;-3.02;-7.27;-0.2;0.53;-0.32;1.54;0.001
porites astreoides;sparisoma tuiupiranga;2;-0.83;-1.51;-0.15;0.79;-0.15;2.14;-0.03;-0.72;0.69;0.126
porites astreoides;haemulon plumierii;2;-0.52;-4.06;2.43;4.65;-45.45;50.39;20.76;-3.08;60.05;0.648
porites astreoides;canthigaster figueiredoi;2;-0.46;-2.5;1.88;-6.84;-16.76;0.06;1.68;0.03;5.26;0.017
porites astreoides;malacoctenus delalandii;2;-0.27;-3.78;2.98;-10.53;-58.91;30.19;15.67;-25.79;62.34;0.618
porites astreoides;ocyurus chrysurus;2;-0.44;-3.86;2.64;-7.47;-52.02;31.97;19.1;-16.86;62.93;0.611
porites astreoides;pomacanthus paru;2;-0.37;-3.96;2.65;-9.15;-52.27;29.53;14;-23.67;58.44;0.621
porites astreoides;scarus zelindae;2;0.43;-2.23;3.25;-30.06;-71.37;10.17;13.78;-1.26;37.22;0.373
porites astreoides;anisotremus moricandi;2;-1.23;-5.08;2.44;-3.84;-36.08;18.82;-7.42;-55.16;26.34;0.407
porites astreoides;sphoeroides spengleri;2;-1.75;-4.34;0.92;-11.77;-43.03;-1.41;2.75;0.18;11.37;0.247
porites astreoides;chaetodon sedentarius;2;-2.79;-4.96;-1.35;-4.86;-12.53;-0.23;0.02;-0.79;0.91;0.65
porites astreoides;bodianus pulchellus;2;0.05;-2.89;2.88;-20.15;-57.26;7.89;24.96;-8.31;70.24;0.662
porites astreoides;chilomycterus spinosus spinosus;2;-0.47;-4.25;2.67;-14.27;-51.93;12.89;-4.2;-54.36;53.47;0.538
porites astreoides;holocentrus adscensionis;2;-0.15;-3.13;2.77;-18.85;-52.87;6.02;-27.05;-67.84;15.02;0.295
porites astreoides;pseudupeneus maculatus;2;-1.98;-4.76;1.56;-12.35;-49.71;0.16;0.99;-15.39;17.9;0.182
porites astreoides;stephanolepis hispidus;2;-3.03;-5.27;-1.6;-4.41;-12.17;-0.07;0.05;-0.78;0.99;0.362
porites astreoides;bodianus rufus;2;-0.25;-3.21;2.71;9.28;-36.09;51.03;28.5;3.24;63.96;0.339
porites astreoides;diplodus argenteus;2;-0.01;-2.96;3.05;-32.04;-71.99;-2.4;9.38;-17.4;38.06;0.462
porites astreoides;sphoeroides greeleyi;2;-0.38;-3.81;2.68;7.29;-41.35;48.59;22.12;-0.03;56.06;0.671
porites astreoides;anisotremus virginicus;2;-0.34;-3.68;2.58;7.45;-42.85;50.3;24.55;-1.08;63.34;0.694
porites astreoides;labrisomus nuchipinnis;2;-0.37;-3.76;2.68;8.9;-44.03;53.69;23.83;-2.56;62.89;0.676
porites astreoides;sphoeroides testudineus;2;-0.38;-3.56;2.6;8.03;-41.9;51.45;25.48;-0.01;61.68;0.692
porites astreoides;synodus synodus;2;-0.24;-3.76;2.89;-6.25;-54.23;39.17;18.07;-13.23;61.26;0.707
porites astreoides;sparisoma amplum;2;0.07;-2.51;2.6;45.27;15.79;82.6;6.11;-1.33;16.41;0.596
;;;;;;;;;;;;
siderastrea spp;acanthurus bahianus;1;1.35;0.66;2.09;0.02;-0.76;0.92;0.11;-0.61;0.8;0.025
siderastrea spp;acanthurus chirurgus;1;1.39;0.52;2.62;1.6;0;4.16;-0.46;-1.34;0.29;0
siderastrea spp;haemulon plumierii;1;-0.32;-1.25;1.45;-0.51;-1.94;0.78;-1.17;-4.88;0.07;0.042
